group,count,r2,rmse,mse,mae,mape,medae
"PREZZO_(145000.0, 659186.318]",57,-0.27318979553978595,129669.27207903581,16814120121.507017,100302.07799511896,0.4141441024202442,74365.17404848551
"PREZZO_(16024.692, 30000.0]",61,-4.901547808372965,10946.989981108312,119836589.64648578,8689.365477922867,0.3745963288071571,7579.013167450847
"PREZZO_(96598.54, 145000.0]",58,-14.197701026336105,57185.69779052994,3270204031.789821,43185.00721536133,0.35865264591107743,34630.37492329033
"PREZZO_(3125.783, 9662.831]",57,-17.03646855270459,8450.885449765216,71417464.88505344,5081.626828691798,0.8514918715877778,3460.491104256586
"PREZZO_(9662.831, 16024.692]",57,-27.569413848392283,10131.858376337614,102654554.15816265,7642.683536976849,0.5992752759007293,5439.232632447636
"PREZZO_(45264.126, 62715.279]",57,-29.238504451372805,27065.792056866587,732557099.6655424,21674.14977609477,0.3987899535141571,19561.077437724132
"PREZZO_(62715.279, 76475.519]",58,-40.96048427196376,25873.139503668088,669419347.7762702,21269.395258572895,0.30912284465674156,18901.261482286965
PREZZO_nan,58,-44.02320265660543,5574.979949170864,31080401.433657162,1857.8651332245397,1.199529204597306,685.8910340910779
"PREZZO_(76475.519, 96598.54]",57,-45.456355835125215,40229.258758787335,1618393260.2814674,26904.0250523826,0.3077479609887357,16916.240991109124
"PREZZO_(30000.0, 45264.126]",54,-58.33657224303471,35311.98998933242,1246936637.0067127,22044.167462039335,0.5854117670067674,16360.130631511554
