group,count,r2,rmse,mse,mae,mape,medae
00210,40,0.5867239850417951,13187.473129189884,173909447.53310522,4872.305560595331,0.32747800174629643,848.185785896268
00275,87,0.5697086663654722,8907.868747637269,79350125.62513275,6282.723006597822,0.5112965079420263,4354.322239352703
00020,92,0.5620400449709162,59358.07856373928,3523381490.7790446,36421.402051732635,0.32382023110092106,23042.969696419896
00200,13,0.4660997566134737,29782.266927161723,886983423.3207109,22851.89422608181,0.4723910339984733,16571.76836112091
00030,59,0.040585505754625495,28984.381095739103,840094347.5030384,20602.35043628036,0.3150057745005156,14487.395750461
