group,count,r2,rmse,mse,mae,mape,medae
8,40,0.6583342850556524,11990.63512556661,143775330.71447182,4621.2966986886695,0.3192414509919573,755.1436460210033
2,92,0.6070962884366744,56221.92334939287,3160904665.105007,38143.08374142686,0.3520292657864902,25891.240932596105
18,87,0.4458028730597503,10109.382868988616,102199621.9918005,6894.03139780734,0.615878179010747,5142.379872183345
7,13,0.25918198155572403,35081.92863334319,1230741716.6349845,25303.580583521434,0.48461165821777236,13625.351422942967
3,62,-0.21097988490792452,31972.81757981055,1022261063.9918427,22026.125662792227,0.3238304047102624,15328.912544253846
