Target,count,mean,median,std,min,max,skewness,kurtosis,missing_pct
AI_Prezzo_Ridistribuito,5733,62591.586429443574,42000.0,79532.94375325457,178.9060139014808,1483525.9158955843,5.160463020109759,54.181960304137654,0.0
AI_Prezzo_MQ,5733,891.2455209074728,758.172429378531,675.6884231371841,7.109975470155355,11266.43598615917,3.9745717177215742,38.68844028454826,0.0
