Transform,Skewness,Kurtosis,KS_pvalue,KS_normal,Anderson_normal
original,5.159112722328136,54.13367099537583,4.272168790250719e-236,False,False
log,-0.7694698699554238,0.3212524952468745,2.5979215586505276e-43,False,False
boxcox,-0.03153552323058022,-0.12990477769388775,1.3078276280610807e-10,False,False
