group,count,r2,rmse,mse,mae,mape,medae
00210,40,0.723820656285561,10780.454819109358,116218206.10685818,4449.666437640786,0.31153841280027994,782.7089772284054
00020,92,0.5846933093188706,57802.56315612188,3341136307.417459,37477.901054679285,0.3331921900954642,24491.29929742712
00275,87,0.40310618325555925,10491.58370121881,110073328.55968018,7255.104874611289,0.6267762661574148,5091.972003116722
00030,59,-0.4336217019980777,35430.57308278672,1255325508.9746912,23553.46800986546,0.33899580263066104,16288.0078125
00200,13,-0.43404425414956305,48810.01815258575,2382417872.05575,32886.427811252695,0.5296720839310264,16656.32262373018
