group,count,r2,rmse,mse,mae,mape,medae
5,28,0.9686035273144333,29382.483160508364,863330316.6775576,18647.285855859627,0.2242428781923552,8652.428586058726
8,140,0.9494620101569442,2887.1690210088614,8335744.955873266,1116.1393323682198,0.16388077549214275,371.0642237475014
2,349,0.9329374903031528,21802.7808796188,475361254.0846711,16061.31643672404,0.16381194418491898,11863.8515625
7,47,0.922677121297571,58390.97028882094,3409505411.2699704,25143.329564762695,0.1998403331358798,5139.977519132652
18,336,0.8809327502388977,5440.624780062776,29600397.997433133,3489.3230744540947,0.2003803518648588,2238.19509355801
3,232,0.8322565627018639,17728.9639586922,314316163.048607,12351.627359264803,0.18404535895361157,8824.265343550163
